name,code,min_lon,min_lat,max_lon,max_lat
오로리,NK52-10-46,127.25,40.0,127.5,40.166666666666664
원평장,NK52-10-47,127.5,40.0,127.75,40.166666666666664
홍원,NK52-10-48,127.75,40.0,127.0,40.166666666666664
우가리,NK52-11-01,128.0,40.833333333333336,128.25,41.0
마양도,NJ52-02-01,128.0,39.833333333333336,128.25,40.0
신흥리,NK52-11-02,128.25,40.833333333333336,128.5,41.0
도창,NK52-11-03,128.5,40.833333333333336,128.75,41.0
오촌장,NK52-11-04,128.75,40.833333333333336,129.0,41.0
풍산,NK52-11-09,128.0,40.666666666666664,128.25,40.833333333333336
홍군,NK52-11-10,128.25,40.666666666666664,128.5,40.833333333333336
고성리,NK52-11-11,128.5,40.666666666666664,128.75,40.833333333333336
보거리,NK52-11-12,128.75,40.666666666666664,129.0,40.833333333333336
파발,NK52-11-17,128.0,40.5,128.25,40.666666666666664
금창리,NK52-11-18,128.25,40.5,128.5,40.666666666666664
상농리,NK52-11-19,128.0,40.5,128.75,40.666666666666664
운천리,NK52-11-20,128.75,40.5,129.0,40.666666666666664
중리,NK52-11-25,128.0,40.333333333333336,128.25,40.5
초리,NK52-11-26,128.25,40.333333333333336,128.5,40.5
용산리,NK52-11-27,128.5,40.333333333333336,128.75,40.5
단천,NK52-11-28,128.75,40.333333333333336,129.0,40.5
내중리,NK52-11-33,128.0,40.166666666666664,128.25,40.333333333333336
북청,NK52-11-34,128.25,40.166666666666664,128.5,40.333333333333336
이원,NK52-11-35,128.5,40.166666666666664,128.75,40.333333333333336
신포,NK52-11-41,128.0,40.0,128.25,40.166666666666664
신창,NK52-11-42,128.25,40.0,128.5,40.166666666666664
대만춘,NK52-11-43,128.5,40.0,128.75,40.166666666666664
업억,NK52-11-05,129.0,40.833333333333336,129.25,41.0
길주,NK52-11-06,129.25,40.833333333333336,129.5,41.0
하평동,NK52-11-07,129.5,40.833333333333336,129.75,41.0
운만대,NK52-11-08,129.75,40.833333333333336,130.0,41.0
성진,NK52-11-13,129.0,40.666666666666664,129.25,40.833333333333336
임명동,NK52-11-14,129.25,40.666666666666664,129.5,40.833333333333336
황암동,NK52-11-15,129.5,40.666666666666664,129.75,40.833333333333336
일신동,NK52-11-21,129.0,40.5,129.25,40.666666666666664
란도,NK52-11-23,129.5,40.5,129.75,40.666666666666664
용대동,NK52-11-29,129.0,40.333333333333336,129.25,40.5
사진단,NK52-09-01,130.0,41.833333333333336,130.25,42.0
토성동,NK52-07-11,126.5,41.666666666666664,126.75,41.833333333333336
중강,NK52-07-12,126.75,41.666666666666664,127.0,41.833333333333336
자성강구,NK52-07-19,126.5,41.5,126.75,41.666666666666664
진평,NK52-07-20,126.75,41.5,127.0,41.666666666666664
옥동,NK52-07-26,126.25,41.333333333333336,126.5,41.5
자성,NK52-07-27,126.5,41.333333333333336,126.75,41.5
진송동,NK52-07-28,126.75,41.333333333333336,127.0,41.5
동구동,NK52-07-34,126.25,41.166666666666664,126.5,41.333333333333336
송학동,NK52-07-35,126.5,41.166666666666664,126.75,41.333333333333336
칠평,NK52-07-36,126.75,41.166666666666664,127.0,41.333333333333336
고산진,NK52-07-41,126.0,41.0,126.25,41.166666666666664
만포,NK52-07-42,126.25,41.0,126.5,41.166666666666664
주막거리,NK52-07-43,126.5,41.0,126.75,41.166666666666664
흑수동,NK52-07-44,126.75,41.0,127.0,41.166666666666664
장흥동,NK52-07-13,127.0,41.666666666666664,127.25,41.833333333333336
후창강구,NK52-07-21,127.0,41.5,127.25,41.666666666666664
포평,NK52-07-22,127.25,41.5,127.5,41.666666666666664
후창,NK52-07-29,127.0,41.333333333333336,127.25,41.5
후주고읍,NK52-07-30,127.25,41.333333333333336,127.5,41.5
송전,NK52-07-31,127.5,41.333333333333336,127.75,41.5
신파,NK52-07-32,127.75,41.333333333333336,128.0,41.5
희선동,NK52-07-37,127.0,41.166666666666664,127.25,41.333333333333336
남사,NK52-07-38,127.25,41.166666666666664,127.5,41.333333333333336
용암리,NK52-07-39,127.5,41.166666666666664,127.75,41.333333333333336
삼덕리,NK52-07-40,127.75,41.166666666666664,128.0,41.333333333333336
삼포리,NK52-07-45,127.0,41.0,127.25,41.166666666666664
인산리,NK52-07-46,127.25,41.0,127.5,41.166666666666664
안기리,NK52-07-47,127.5,41.0,127.75,41.166666666666664
속신리,NK52-07-48,127.75,41.0,128.0,41.166666666666664
백두산,NK52-08-01,128.0,41.833333333333336,128.25,42.0
신무성,NK52-08-02,128.25,41.833333333333336,128.5,42.0
삼포산,NK52-08-09,128.0,41.666666666666664,128.25,41.833333333333336
대평리,NK52-08-10,128.25,41.666666666666664,128.5,41.833333333333336
상경평,NK52-08-12,128.75,41.666666666666664,129.0,41.833333333333336
혜산북부,NK52-08-17,128.0,41.5,128.25,41.666666666666664
보천보,NK52-08-18,128.25,41.5,128.5,41.666666666666664
대평리,NK52-08-19,128.5,41.5,128.75,41.666666666666664
연암동,NK52-08-20,128.75,41.5,129.0,41.666666666666664
혜산진,NK52-08-25,128.0,41.333333333333336,128.25,41.5
대오시천리,NK52-08-26,128.25,41.333333333333336,128.5,41.5
대전평리,NK52-08-27,128.5,41.333333333333336,128.75,41.5
남양동,NK52-08-28,128.75,41.333333333333336,129.0,41.5
중평장리,NK52-08-33,128.0,41.166666666666664,128.25,41.333333333333336
봉두리,NK52-08-34,128.25,41.166666666666664,128.5,41.333333333333336
설령리,NK52-08-35,128.5,41.166666666666664,128.75,41.333333333333336
승지백암,NK52-08-36,128.75,41.166666666666664,129.0,41.333333333333336
화장리,NK52-08-41,128.0,41.0,128.25,41.166666666666664
갑산,NK52-08-42,128.25,41.0,128.5,41.166666666666664
동점리,NK52-08-43,128.5,41.0,128.75,41.166666666666664
신복장,NK52-08-44,128.75,41.0,129.0,41.166666666666664
사지평,NK52-08-05,129.0,41.833333333333336,129.25,42.0
십리평,NK52-08-06,129.25,41.833333333333336,129.5,42.0
수원동,NK52-08-07,129.5,41.833333333333336,129.75,42.0
연진동,NK52-08-08,129.75,41.833333333333336,130.0,42.0
관모봉,NK52-08-13,129.0,41.666666666666664,129.25,41.833333333333336
둔지,NK52-08-14,129.25,41.666666666666664,129.5,41.833333333333336
나남,NK52-08-15,129.5,41.666666666666664,129.75,41.833333333333336
청진,NK52-08-16,129.75,41.666666666666664,130.0,41.833333333333336
금곡동,NK52-08-21,129.0,41.5,129.25,41.666666666666664
보상동,NK52-08-22,129.25,41.5,129.5,41.666666666666664
주을온장,NK52-08-23,129.5,41.5,129.75,41.666666666666664
선경동,NK52-08-29,129.0,41.333333333333336,129.25,41.5
삼포동,NK52-08-30,129.25,41.333333333333336,129.5,41.5
회문,NK52-08-31,129.5,41.333333333333336,129.75,41.5
어대진,NK52-08-32,129.75,41.333333333333336,130.0,41.5
상이평,NK52-08-37,129.0,41.166666666666664,129.25,41.333333333333336
명천,NK52-08-38,129.25,41.166666666666664,129.5,41.333333333333336
극동동,NK52-08-39,129.5,41.166666666666664,129.75,41.333333333333336
이암동,NK52-08-40,129.75,41.166666666666664,130.0,41.333333333333336
상팔동,NK52-08-45,129.0,41.0,129.25,41.166666666666664
황곡동,NK52-08-46,129.25,41.0,129.5,41.166666666666664
칠보산,NK52-08-47,129.5,41.0,129.75,41.166666666666664
훈융,NK52-06-01,130.0,42.833333333333336,130.25,43.0
훈융동부,NK52-06-02,130.25,42.833333333333336,130.5,43.0
경원,NK52-06-09,130.0,42.666666666666664,130.25,42.833333333333336
신건동,NK52-06-10,130.25,42.666666666666664,130.5,42.833333333333336
용북동,NK52-06-17,130.0,42.5,130.25,42.666666666666664
회암동,NK52-06-18,130.25,42.5,130.5,42.666666666666664
경흥,NK52-06-19,130.5,42.5,130.75,42.666666666666664
록야동,NK52-06-25,130.0,42.333333333333336,130.25,42.5
웅기,NK52-06-26,130.25,42.333333333333336,130.5,42.5
두만강,NK52-06-27,130.5,42.333333333333336,130.75,42.5
신흥동,NK52-06-33,130.0,42.166666666666664,130.25,42.333333333333336
나진,NK52-06-34,130.25,42.166666666666664,130.5,42.333333333333336
서수라리,NK52-06-35,130.5,42.166666666666664,130.75,42.333333333333336
소청동,NK52-06-41,130.0,42.0,130.25,42.166666666666664
대초도,NK52-06-42,130.25,42.0,130.5,42.166666666666664
천지,NK52-05-41,128.0,42.0,128.25,42.166666666666664
삼장면,NK52-05-42,128.25,42.0,128.5,42.166666666666664
삼수평,NK52-05-43,128.5,42.0,128.75,42.166666666666664
소흥단,NK52-05-44,128.75,42.0,129.0,42.166666666666664
온성,NK52-05-08,129.75,42.833333333333336,130.0,43.0
종성,NK52-05-16,129.75,42.666666666666664,130.0,42.833333333333336
고령진,NK52-05-23,129.5,42.5,129.75,42.666666666666664
행영,NK52-05-24,129.75,42.5,130.0,42.666666666666664
지초평,NK52-05-29,129.0,42.333333333333336,129.25,42.5
서호동,NK52-05-30,129.25,42.333333333333336,129.5,42.5
회령,NK52-05-31,129.5,42.333333333333336,129.75,42.5
원산리,NK52-05-32,129.75,42.333333333333336,130.0,42.5
무산,NK52-05-37,129.0,42.166666666666664,129.25,42.333333333333336
철산,NK52-05-38,129.25,42.166666666666664,129.5,42.333333333333336
창평동,NK52-05-39,129.5,42.166666666666664,129.75,42.333333333333336
풍산동,NK52-05-40,129.75,42.166666666666664,130.0,42.333333333333336
상창리,NK52-05-45,129.0,42.0,129.25,42.166666666666664
차유리,NK52-05-46,129.25,42.0,129.5,42.166666666666664
부거동,NK52-05-48,129.75,42.0,130.0,42.166666666666664
풍서동,NK52-03-48,129.75,43.0,130.0,43.166666666666664
비금,NI52-05-04-4,125.75,34.666666666666664,126.0,34.833333333333336
홍도,NI52-05-9,125.00277777777778,34.666666666666664,125.25277777777778,34.833333333333336
광양,NI52-06-3,127.50277777777778,34.833333333333336,127.75277777777778,35.0
회천,NI52-06-8,127.00277777777778,34.5,127.25277777777778,34.666666666666664
사천,NI52-06-5,128.00277777777777,34.666666666666664,128.25277777777777,34.833333333333336
신시,NI52-01-2,126.25277777777778,35.833333333333336,126.50277777777778,36.0
모괴,NI52-01-8,126.0,35.5,126.25,35.666666666666664
대구,NI52-02-4,128.50277777777777,35.666666666666664,128.75277777777777,35.833333333333336
백령,NJ51-08-25,124.50277777777778,37.666666666666664,124.75277777777778,37.833333333333336
소청,NJ51-08-26,124.75277777777778,37.666666666666664,125.00277777777778,37.833333333333336
연평,NJ51-08-35,125.50277777777778,37.666666666666664,125.75277777777778,37.833333333333336
연안,NJ52-09-1,126.00277777777778,37.670833333333334,126.25277777777778,37.833333333333336
개성,NJ52-09-3,126.50277777777778,37.833333333333336,126.75277777777778,38.0
문산,NJ52-09-4,126.75277777777778,37.666666666666664,127.00277777777778,37.833333333333336
볼음,NJ52-09-8,126.00277777777778,37.5,126.25277777777778,37.666666666666664
강화,NJ52-09-9,126.25277777777778,37.5,126.33611111111111,37.666666666666664
포천,NJ52-09-5,127.00277777777778,37.666666666666664,127.25277777777778,37.833333333333336
방산,NJ52-06-15,127.75277777777778,38.166666666666664,128.00277777777777,38.333333333333336
양구,NJ52-06-22,127.75277777777778,38.0,128.00277777777777,38.166666666666664
서화,NJ52-06-16,128.00277777777777,38.166666666666664,128.25277777777777,38.333333333333336
인제,NJ52-06-23,128.00277777777777,38.0,128.25277777777777,38.166666666666664
