측점,날짜,시작,종료,편각구간,복각구간,D_utc,I_utc,Kp,Kp_flag,관측소_변동폭_nT,QC,dF,dD_arcmin,dI_arcmin,n_station,보간,창,상태,파일
성산,2025-05-15,14:35:00,14:49:00,14:35~14:40,14:44~14:49,2025-05-15 05:35~05:40,2025-05-15 05:44~05:49,3.667,DISTURBED,11.1,CAUTION,28.431161898166465,-0.6581690824179706,0.8988452423540255,4,plane,성분별,정상,배포.지자기야장(25.05.15.0.~).성산점.xlsx
순천,2020-10-13,12:38:00,13:12:00,12:38~12:48,13:05~13:12,2020-10-13 03:38~03:48,2020-10-13 04:05~04:12,0.667,QUIET,2.1,QUIET,16.20654686209309,-1.7437217002579912,-1.2302092101150113,4,plane,성분별,정상,배포.지자기야장(20.10.13순천).xlsx
순천,2020-11-04,11:27:00,11:59:00,11:27~11:33,11:49~11:59,2020-11-04 02:27~02:33,2020-11-04 02:49~02:59,0.667,QUIET,2.1,QUIET,28.352777284679178,-6.275835426221697,-0.38531035440580447,3,plane,성분별,정상,배포.20.11.04_순천_야장(6).xlsx
순천,2020-11-04,12:30:00,12:57:00,12:30~12:41,12:44~12:57,2020-11-04 03:30~03:41,2020-11-04 03:44~03:57,0.333,QUIET,2.7,QUIET,38.51626945014141,-3.8979779751100794,-0.07264020263856041,3,plane,성분별,정상,배포.20.11.04_순천_야장(6).xlsx
순천,2020-11-04,13:22:00,13:41:00,13:22~13:27,13:34~13:41,2020-11-04 04:22~04:27,2020-11-04 04:34~04:41,0.333,QUIET,2.1,QUIET,35.839895109085774,-1.2732193363811848,-0.09589151851642105,3,plane,성분별,정상,배포.20.11.04_순천_야장(6).xlsx
순천,2020-11-04,14:03:00,14:20:00,14:03~14:09,14:13~14:20,2020-11-04 05:03~05:09,2020-11-04 05:13~05:20,0.333,QUIET,0.7,QUIET,31.497150442075508,-0.2619860871998933,-0.16533942099397478,3,plane,성분별,정상,배포.20.11.04_순천_야장(6).xlsx
순천,2020-11-04,15:05:00,15:23:00,15:05~15:11,15:15~15:23,2020-11-04 06:05~06:11,2020-11-04 06:15~06:23,0.333,QUIET,0.8,QUIET,22.669301615016593,-0.08521409290512937,-0.5622607351275531,3,plane,성분별,정상,배포.20.11.04_순천_야장(6).xlsx
순천,2020-11-04,15:41:00,15:59:00,15:41~15:48,15:52~15:59,2020-11-04 06:41~06:48,2020-11-04 06:52~06:59,0.333,QUIET,2.1,QUIET,17.234748749266146,-0.7269864461848984,-0.6046248134640874,3,plane,성분별,정상,배포.20.11.04_순천_야장(6).xlsx
순천,2023-04-26,11:19:00,11:36:00,11:19~11:25,11:28~11:36,2023-04-26 02:19~02:25,2023-04-26 02:28~02:36,2.667,CAUTION,4.7,QUIET,21.374839555603103,-3.2414758198034845,0.9226038821070515,4,plane,성분별,정상,배포.순천.지자기야장.23.xlsx
순천,2023-04-26,11:19:00,15:06:00,11:19~15:06,,2023-04-26 02:19~06:06,2023-04-26 02:19~06:06,2.667,CAUTION,45.6,DISTURBED,20.25753624989011,-2.92130585849484,1.083514093546765,4,plane,세션전체,정상,배포.순천.지자기야장.23.xlsx
순천,2023-04-26,12:11:00,12:31:00,12:11~12:17,12:23~12:31,2023-04-26 03:11~03:17,2023-04-26 03:23~03:31,3.333,DISTURBED,14.2,CAUTION,43.373848591676506,-0.8179021471269374,-0.6406093366059915,4,plane,성분별,정상,배포.순천.지자기야장.23.xlsx
순천,2023-04-26,12:52:00,13:10:00,12:52~12:58,13:02~13:10,2023-04-26 03:52~03:58,2023-04-26 04:02~04:10,3.333,DISTURBED,6.2,CAUTION,25.2803397599273,-1.6792834399214354,0.7177162123152641,4,plane,성분별,정상,배포.순천.지자기야장.23.xlsx
순천,2023-04-26,13:41:00,14:03:00,13:41~13:50,13:55~14:03,2023-04-26 04:41~04:50,2023-04-26 04:55~05:03,3.333,DISTURBED,9.0,CAUTION,16.131075470177166,-3.017222641340103,1.3207654933887267,4,plane,성분별,정상,배포.순천.지자기야장.23.xlsx
순천,2023-04-26,14:30:00,14:45:00,14:30~14:37,14:39~14:45,2023-04-26 05:30~05:37,2023-04-26 05:39~05:45,3.333,DISTURBED,4.9,CAUTION,16.92417204962112,-3.197682235444917,1.3711978606986466,4,plane,성분별,정상,배포.순천.지자기야장.23.xlsx
순천,2023-04-26,15:00:00,15:15:00,15:00~15:06,15:09~15:15,2023-04-26 06:00~06:06,2023-04-26 06:09~06:15,2.0,QUIET,6.4,QUIET,18.146034052253526,-2.9888297648270674,1.1142714661392696,4,plane,성분별,정상,배포.순천.지자기야장.23.xlsx
순천,2025-04-02,11:43:00,12:02:00,11:43~11:46,11:55~12:02,2025-04-02 02:43~02:46,2025-04-02 02:55~03:02,3.667,DISTURBED,10.3,CAUTION,10.409230378740176,-2.877464241434777,1.9370533624770108,4,plane,성분별,정상,배포.지자기야장(순천).250402ver.xlsx
순천,2025-04-02,11:43:00,16:03:00,11:43~16:03,,2025-04-02 02:43~07:03,2025-04-02 02:43~07:03,3.667,DISTURBED,46.3,DISTURBED,30.04358038801729,-2.406290161808088,0.16702600613082275,4,plane,세션전체,정상,배포.지자기야장(순천).250402ver.xlsx
순천,2025-04-02,12:24:00,12:42:00,12:24~12:30,12:35~12:42,2025-04-02 03:24~03:30,2025-04-02 03:35~03:42,3.333,DISTURBED,7.1,CAUTION,11.910892320367566,-3.2416088279402384,1.6986068652319437,4,plane,성분별,정상,배포.지자기야장(순천).250402ver.xlsx
순천,2025-04-02,13:19:00,13:42:00,13:19~13:26,13:35~13:42,2025-04-02 04:19~04:26,2025-04-02 04:35~04:42,3.333,DISTURBED,20.8,CAUTION,26.176668785119546,-2.5045755368650946,0.33306068304095465,4,plane,성분별,정상,배포.지자기야장(순천).250402ver.xlsx
순천,2025-04-02,14:23:00,14:40:00,14:23~14:29,14:33~14:40,2025-04-02 05:23~05:29,2025-04-02 05:33~05:40,3.333,DISTURBED,10.4,CAUTION,29.78833065352228,-2.3497278738850653,0.10179880343485871,4,plane,성분별,정상,배포.지자기야장(순천).250402ver.xlsx
순천,2025-04-02,15:09:00,15:25:00,15:09~15:15,15:19~15:25,2025-04-02 06:09~06:15,2025-04-02 06:19~06:25,3.333,DISTURBED,5.9,CAUTION,27.241692773728573,-2.3052574600981,0.044130127732416785,4,plane,성분별,정상,배포.지자기야장(순천).250402ver.xlsx
순천,2025-04-02,15:58:00,16:13:00,15:58~16:03,16:06~16:13,2025-04-02 06:58~07:03,2025-04-02 07:06~07:13,3.333,DISTURBED,3.1,CAUTION,29.623139248476946,-2.9507270381671016,-0.1683344263675961,4,plane,성분별,정상,배포.지자기야장(순천).250402ver.xlsx
양산,2024-10-17,11:58:00,12:22:00,11:58~12:06,12:16~12:22,2024-10-17 02:58~03:06,2024-10-17 03:16~03:22,2.667,CAUTION,2.8,QUIET,75.23908466595458,-6.330769371900466,-2.7263200479444056,4,plane,성분별,정상,배포.지자기야장(양산).24.10.17.ver24.1.xlsx
양산,2024-10-17,12:30:00,12:45:00,12:30~12:36,12:39~12:45,2024-10-17 03:30~03:36,2024-10-17 03:39~03:45,3.0,CAUTION,3.1,QUIET,76.05497596315399,-4.946528444144211,-2.459001511240241,4,plane,성분별,정상,배포.지자기야장(양산).24.10.17.ver24.1.xlsx
양산,2024-10-17,13:21:00,13:41:00,13:21~13:27,13:33~13:41,2024-10-17 04:21~04:27,2024-10-17 04:33~04:41,3.0,CAUTION,4.0,QUIET,63.06738587570726,-2.4934652140765423,-1.6624844515232966,4,plane,성분별,정상,배포.지자기야장(양산).24.10.17.ver24.1.xlsx
양산,2024-10-17,14:00:00,14:15:00,14:00~14:06,14:10~14:15,2024-10-17 05:00~05:06,2024-10-17 05:10~05:15,3.0,CAUTION,2.5,QUIET,62.54900939211802,-1.2733608341265021,-1.9597750212879421,4,plane,성분별,정상,배포.지자기야장(양산).24.10.17.ver24.1.xlsx
양산,2024-10-17,14:40:00,15:00:00,14:40~14:46,14:54~15:00,2024-10-17 05:40~05:46,2024-10-17 05:54~06:00,3.0,CAUTION,2.5,QUIET,58.58486232467112,-1.0871131614417548,-2.0428725975281443,4,plane,성분별,정상,배포.지자기야장(양산).24.10.17.ver24.1.xlsx
양산,2024-10-17,15:01:00,15:14:00,15:01~15:07,15:09~15:14,2024-10-17 06:01~06:07,2024-10-17 06:09~06:14,1.667,QUIET,4.7,QUIET,53.207687950845866,-1.2167823979893388,-1.8483995285297603,4,plane,성분별,정상,배포.지자기야장(양산).24.10.17.ver24.1.xlsx
여주,2023-09-07,11:50:00,12:09:00,11:50~11:56,12:02~12:09,2023-09-07 02:50~02:56,2023-09-07 03:02~03:09,2.0,QUIET,5.0,QUIET,68.24163134329137,-1.007127325890811,-3.5922557950368326,3,plane,성분별,정상,여주.지자기야장.23.09.07.xlsx
여주,2023-09-07,11:50:00,15:10:00,11:50~15:10,,2023-09-07 02:50~06:10,2023-09-07 02:50~06:10,2.0,QUIET,48.9,DISTURBED,59.93550195964781,-0.042809744430442415,-2.7071686107951023,3,plane,세션전체,정상,여주.지자기야장.23.09.07.xlsx
여주,2023-09-07,12:24:00,12:50:00,12:24~12:33,12:44~12:50,2023-09-07 03:24~03:33,2023-09-07 03:44~03:50,0.667,QUIET,6.2,QUIET,64.91134021250764,-0.12179086987950108,-3.136137991769365,3,plane,성분별,정상,여주.지자기야장.23.09.07.xlsx
여주,2023-09-07,13:10:00,13:33:00,13:10~13:18,13:24~13:33,2023-09-07 04:10~04:18,2023-09-07 04:24~04:33,0.667,QUIET,6.2,QUIET,57.32688334763225,0.06537563990671495,-2.3645486628604693,3,plane,성분별,정상,여주.지자기야장.23.09.07.xlsx
여주,2023-09-07,13:56:00,14:16:00,13:56~14:04,14:10~14:16,2023-09-07 04:56~05:04,2023-09-07 05:10~05:16,0.667,QUIET,6.1,QUIET,60.09252259953064,0.02515416148785801,-2.5769017433364194,3,plane,성분별,정상,여주.지자기야장.23.09.07.xlsx
여주,2023-09-07,14:35:00,14:58:00,14:35~14:44,14:52~14:58,2023-09-07 05:35~05:44,2023-09-07 05:52~05:58,0.667,QUIET,9.1,QUIET,55.11966596553248,-0.2841752334189705,-1.6477754877347577,3,plane,성분별,정상,여주.지자기야장.23.09.07.xlsx
여주,2023-09-07,15:05:00,15:22:00,15:05~15:10,15:15~15:22,2023-09-07 06:05~06:10,2023-09-07 06:15~06:22,0.667,QUIET,4.9,QUIET,50.218835034822405,-0.4713147947613814,-1.684896859424874,3,plane,성분별,정상,여주.지자기야장.23.09.07.xlsx
여주,2025-04-30,10:40:00,11:21:00,10:40~10:57,11:09~11:21,2025-04-30 01:40~01:57,2025-04-30 02:09~02:21,3.333,DISTURBED,10.8,CAUTION,-6.554135723570653,-0.27435983107558515,-0.3753720970413922,4,plane,성분별,정상,배포.지자기야장(여주).250430.xlsx
여주,2025-04-30,12:39:00,12:59:00,12:39~12:45,12:52~12:59,2025-04-30 03:39~03:45,2025-04-30 03:52~03:59,2.333,CAUTION,8.7,QUIET,2.018716565478826,-2.5020746768528794,-1.1566026977118207,4,plane,성분별,정상,배포.지자기야장(여주).250430.xlsx
여주,2025-04-30,13:23:00,13:44:00,13:23~13:32,13:37~13:44,2025-04-30 04:23~04:32,2025-04-30 04:37~04:44,2.333,CAUTION,1.8,QUIET,5.314361021344666,-3.209111196322842,-1.2261035957963982,4,plane,성분별,정상,배포.지자기야장(여주).250430.xlsx
여주,2025-04-30,14:07:00,14:23:00,14:07~14:14,14:18~14:23,2025-04-30 05:07~05:14,2025-04-30 05:18~05:23,2.333,CAUTION,2.2,QUIET,5.114861918671522,-3.5515944779925235,-1.1173195188727554,4,plane,성분별,정상,배포.지자기야장(여주).250430.xlsx
여주,2025-04-30,14:53:00,15:10:00,14:53~14:58,15:03~15:10,2025-04-30 05:53~05:58,2025-04-30 06:03~06:10,2.333,CAUTION,2.3,QUIET,4.3569292197644245,-3.6721367619171077,-0.9405762228982901,4,plane,성분별,정상,배포.지자기야장(여주).250430.xlsx
여주,2025-04-30,15:38:00,15:53:00,15:38~15:44,15:48~15:53,2025-04-30 06:38~06:44,2025-04-30 06:48~06:53,2.667,CAUTION,3.9,QUIET,9.079639104544185,-3.487657777884864,-1.2339476352490149,4,plane,성분별,정상,배포.지자기야장(여주).250430.xlsx
영천,2024-10-31,10:52:00,11:17:00,10:52~10:58,11:09~11:17,2024-10-31 01:52~01:58,2024-10-31 02:09~02:17,0.667,QUIET,3.1,QUIET,43.24739420972037,-7.237764452973022,-1.6933940658192965,4,plane,성분별,정상,배포.지자기야장.영천(2024.10.31).ver24.xlsx
영천,2024-10-31,11:43:00,12:01:00,11:43~11:49,11:56~12:01,2024-10-31 02:43~02:49,2024-10-31 02:56~03:01,0.667,QUIET,2.4,QUIET,48.178534876336926,-5.533598192837275,-1.0756268613553672,4,plane,성분별,정상,배포.지자기야장.영천(2024.10.31).ver24.xlsx
영천,2024-10-31,12:40:00,12:58:00,12:40~12:45,12:50~12:58,2024-10-31 03:40~03:45,2024-10-31 03:50~03:58,0.667,QUIET,3.1,QUIET,49.00974213434529,-3.3662669359582313,-0.3537774165214738,4,plane,성분별,정상,배포.지자기야장.영천(2024.10.31).ver24.xlsx
영천,2024-10-31,13:24:00,13:43:00,13:24~13:31,13:36~13:43,2024-10-31 04:24~04:31,2024-10-31 04:36~04:43,0.667,QUIET,2.8,QUIET,43.5216322010092,-2.352299196419162,-0.1882047632811518,4,plane,성분별,정상,배포.지자기야장.영천(2024.10.31).ver24.xlsx
영천,2024-10-31,14:12:00,14:39:00,14:12~14:20,14:33~14:39,2024-10-31 05:12~05:20,2024-10-31 05:33~05:39,0.667,QUIET,3.5,QUIET,37.220703371400305,-1.5741732549523317,-0.23068786968479588,4,plane,성분별,정상,배포.지자기야장.영천(2024.10.31).ver24.xlsx
영천,2024-10-31,15:06:00,15:24:00,15:06~15:13,15:19~15:24,2024-10-31 06:06~06:13,2024-10-31 06:19~06:24,1.333,QUIET,3.4,QUIET,33.60059645290312,-1.9481461124823167,-0.4171032124173847,4,plane,성분별,정상,배포.지자기야장.영천(2024.10.31).ver24.xlsx
이원,2019-05-21,13:46:00,14:06:00,13:46~13:51,13:56~14:06,2019-05-21 04:46~04:51,2019-05-21 04:56~05:06,1.0,QUIET,2.1,QUIET,37.33802898309659,0.19249986640742325,-0.7886325235818807,3,plane,성분별,정상,2019.5.21~23.이원 야장기록.xlsx
이원,2019-05-21,14:21:00,14:38:00,14:21~14:27,14:31~14:38,2019-05-21 05:21~05:27,2019-05-21 05:31~05:38,1.0,QUIET,3.7,QUIET,35.344629037914274,-0.3008881185964723,-0.4875498983918139,3,plane,성분별,정상,2019.5.21~23.이원 야장기록.xlsx
이원,2019-05-22,10:10:00,10:32:00,10:10~10:19,10:24~10:32,2019-05-22 01:10~01:19,2019-05-22 01:24~01:32,0.333,QUIET,2.9,QUIET,18.120850478335342,-1.0353753835734887,-0.8621382307917633,4,plane,성분별,정상,2019.5.21~23.이원 야장기록.xlsx
이원,2019-05-22,10:44:00,11:05:00,10:44~10:53,10:57~11:05,2019-05-22 01:44~01:53,2019-05-22 01:57~02:05,0.333,QUIET,2.3,QUIET,20.78274140321446,-1.1899893854428631,-0.9861411733703285,4,plane,성분별,정상,2019.5.21~23.이원 야장기록.xlsx
이원,2024-09-05,11:47:00,12:16:00,11:47~11:56,12:07~12:16,2024-09-05 02:47~02:56,2024-09-05 03:07~03:16,1.333,QUIET,2.7,QUIET,32.46082972370641,-2.8085875647697094,-1.6814478194972855,4,plane,성분별,정상,배포.지자기야장.이원(2024.9.5).xlsx
이원,2024-09-05,12:29:00,12:53:00,12:29~12:36,12:44~12:53,2024-09-05 03:29~03:36,2024-09-05 03:44~03:53,1.333,QUIET,4.0,QUIET,31.678775337953994,-2.865991188828151,-1.5395992431456682,4,plane,성분별,정상,배포.지자기야장.이원(2024.9.5).xlsx
이원,2024-09-05,13:03:00,13:19:00,13:03~13:10,13:12~13:19,2024-09-05 04:03~04:10,2024-09-05 04:12~04:19,1.333,QUIET,7.8,QUIET,30.51083856488549,-2.9034408392421174,-1.4692315198749932,4,plane,성분별,정상,배포.지자기야장.이원(2024.9.5).xlsx
이원,2024-09-05,13:37:00,13:53:00,13:37~13:44,13:46~13:53,2024-09-05 04:37~04:44,2024-09-05 04:46~04:53,1.333,QUIET,6.8,QUIET,31.25398068377399,-2.7709016364709176,-1.452295900230764,4,plane,성분별,정상,배포.지자기야장.이원(2024.9.5).xlsx
이원,2024-09-05,14:22:00,14:37:00,14:22~14:28,14:32~14:37,2024-09-05 05:22~05:28,2024-09-05 05:32~05:37,1.333,QUIET,7.3,QUIET,30.291521099752572,-2.5702682893885975,-1.3610509514136686,4,plane,성분별,정상,배포.지자기야장.이원(2024.9.5).xlsx
이원,2024-09-05,15:00:00,15:16:00,15:00~15:05,15:10~15:16,2024-09-05 06:00~06:05,2024-09-05 06:10~06:16,0.667,QUIET,2.1,QUIET,31.8932611490236,-2.213981678937486,-1.374532966889435,4,plane,성분별,정상,배포.지자기야장.이원(2024.9.5).xlsx
임계,2022-10-12,13:17:00,13:34:00,13:17~13:23,13:27~13:34,,,,미상,,미상,,,,0,-,-,측점 좌표 없음,복사본 배포.임계_지자기야장(22.10.12).xlsx
임계,2022-10-12,13:17:00,16:35:00,13:17~16:35,,,,,미상,,미상,,,,0,-,-,측점 좌표 없음,복사본 배포.임계_지자기야장(22.10.12).xlsx
임계,2022-10-12,13:49:00,14:02:00,13:49~13:56,13:58~14:02,,,,미상,,미상,,,,0,-,-,측점 좌표 없음,복사본 배포.임계_지자기야장(22.10.12).xlsx
임계,2022-10-12,14:34:00,14:45:00,14:34~14:38,14:41~14:45,,,,미상,,미상,,,,0,-,-,측점 좌표 없음,복사본 배포.임계_지자기야장(22.10.12).xlsx
임계,2022-10-12,15:19:00,15:31:00,15:19~15:24,15:27~15:31,,,,미상,,미상,,,,0,-,-,측점 좌표 없음,복사본 배포.임계_지자기야장(22.10.12).xlsx
임계,2022-10-12,16:00:00,16:12:00,16:00~16:05,16:07~16:12,,,,미상,,미상,,,,0,-,-,측점 좌표 없음,복사본 배포.임계_지자기야장(22.10.12).xlsx
임계,2022-10-12,16:30:00,16:43:00,16:30~16:35,16:38~16:43,,,,미상,,미상,,,,0,-,-,측점 좌표 없음,복사본 배포.임계_지자기야장(22.10.12).xlsx
장흥,2019-10-22,10:06:00,10:25:00,10:06~10:12,10:16~10:25,2019-10-22 01:06~01:12,2019-10-22 01:16~01:25,0.0,QUIET,1.6,QUIET,8.230036237553577,-0.9550739955671571,-0.5218403441956242,4,plane,성분별,정상,2019.10.21-23.장흥.지자기야장.xlsx
장흥,2019-10-22,10:46:00,11:00:00,10:46~10:51,10:54~11:00,2019-10-22 01:46~01:51,2019-10-22 01:54~02:00,0.0,QUIET,3.0,QUIET,7.520253201502783,-0.9228005544792871,-0.46849298950861384,4,plane,성분별,정상,2019.10.21-23.장흥.지자기야장.xlsx
장흥,2019-10-22,11:34:00,11:46:00,11:34~11:39,11:41~11:46,2019-10-22 02:34~02:39,2019-10-22 02:41~02:46,0.0,QUIET,5.3,QUIET,5.970193226523406,-1.3079423755801949,-0.26749989926633333,4,plane,성분별,정상,2019.10.21-23.장흥.지자기야장.xlsx
장흥,2019-10-22,13:00:00,13:16:00,13:00~13:06,13:10~13:16,2019-10-22 04:00~04:06,2019-10-22 04:10~04:16,0.333,QUIET,1.4,QUIET,11.107571532447764,-1.2082796784269658,-0.5718534683780637,4,plane,성분별,정상,2019.10.21-23.장흥.지자기야장.xlsx
장흥,2019-10-22,13:10:00,14:07:00,14:03~14:07,13:10~13:14,2019-10-22 05:03~05:07,2019-10-22 04:10~04:14,0.333,QUIET,3.1,QUIET,11.885580120993836,-1.0539869268528719,-0.5722479266534305,4,plane,성분별,정상,2019.10.21-23.장흥.지자기야장.xlsx
장흥,2019-10-22,13:30:00,13:43:00,13:30~13:35,13:39~13:43,2019-10-22 04:30~04:35,2019-10-22 04:39~04:43,0.333,QUIET,1.2,QUIET,11.984404531584005,-1.1388555139634267,-0.6051798217251645,4,plane,성분별,정상,2019.10.21-23.장흥.지자기야장.xlsx
포천,2020-10-20,15:01:00,16:04:00,15:01~15:12,15:55~16:04,2020-10-20 06:01~06:12,2020-10-20 06:55~07:04,0.667,QUIET,2.0,QUIET,-2.0416547199274646,-1.597125422982904,0.06167573341667722,4,plane,성분별,정상,2020.10.20_포천_지자기야장.xlsx
포천,2020-10-20,16:22:00,16:55:00,16:22~16:34,16:39~16:55,2020-10-20 07:22~07:34,2020-10-20 07:39~07:55,0.667,QUIET,3.0,QUIET,-0.4479792956044548,-0.7401538547822756,0.10803512725293368,4,plane,성분별,정상,2020.10.20_포천_지자기야장.xlsx
포천,2020-10-20,17:00:00,17:22:00,17:00~17:07,17:15~17:22,2020-10-20 08:00~08:07,2020-10-20 08:15~08:22,0.667,QUIET,2.7,QUIET,-1.1387169888694189,-0.4707812806914496,0.21443913307553497,4,plane,성분별,정상,2020.10.20_포천_지자기야장.xlsx
포천,2020-10-21,10:33:00,10:58:00,10:33~10:43,10:49~10:58,2020-10-21 01:33~01:43,2020-10-21 01:49~01:58,2.333,CAUTION,5.1,QUIET,-9.49627870630502,1.4349665898834623,0.48690815229593265,4,plane,성분별,정상,2020.10.20_포천_지자기야장.xlsx
포천,2020-10-21,11:25:00,11:47:00,11:25~11:33,11:38~11:47,2020-10-21 02:25~02:33,2020-10-21 02:38~02:47,2.333,CAUTION,2.6,QUIET,-13.701563136484765,0.7474469681961564,0.07039863998807512,4,plane,성분별,정상,2020.10.20_포천_지자기야장.xlsx
포천,2020-10-21,12:03:00,12:23:00,12:03~12:10,12:15~12:23,2020-10-21 03:03~03:10,2020-10-21 03:15~03:23,2.333,CAUTION,4.5,QUIET,-13.662010089858086,-0.4295963496447606,-0.0008917649662101203,4,plane,성분별,정상,2020.10.20_포천_지자기야장.xlsx
포천,2023-05-25,11:04:00,11:29:00,11:04~11:10,11:21~11:29,2023-05-25 02:04~02:10,2023-05-25 02:21~02:29,3.0,CAUTION,6.5,QUIET,-49.00115604435996,-1.1087314270983832,1.305959361464412,4,plane,성분별,정상,배포.포천.지자기야장.23.05.25.xlsx
포천,2023-05-25,12:00:00,12:19:00,12:00~12:06,12:11~12:19,2023-05-25 03:00~03:06,2023-05-25 03:11~03:19,2.667,CAUTION,5.3,QUIET,-40.054107448784634,-4.890123098685587,0.6654127238679461,4,plane,성분별,정상,배포.포천.지자기야장.23.05.25.xlsx
포천,2023-05-25,12:50:00,13:09:00,12:50~12:57,13:03~13:09,2023-05-25 03:50~03:57,2023-05-25 04:03~04:09,2.667,CAUTION,4.1,QUIET,-25.67489137805387,-6.861904048490428,-0.13578657924248658,4,plane,성분별,정상,배포.포천.지자기야장.23.05.25.xlsx
포천,2023-05-25,13:29:00,13:44:00,13:29~13:33,13:39~13:44,2023-05-25 04:29~04:33,2023-05-25 04:39~04:44,2.667,CAUTION,6.3,QUIET,-15.125054343676311,-6.9454251105328835,-0.4417162592154759,4,plane,성분별,정상,배포.포천.지자기야장.23.05.25.xlsx
포천,2023-05-25,14:01:00,14:15:00,14:01~14:07,14:10~14:15,2023-05-25 05:01~05:07,2023-05-25 05:10~05:15,2.667,CAUTION,3.2,QUIET,-6.239705106308975,-6.291844847970913,-0.7018092257707937,4,plane,성분별,정상,배포.포천.지자기야장.23.05.25.xlsx
포천,2023-05-25,14:30:00,14:45:00,14:30~14:36,14:40~14:45,2023-05-25 05:30~05:36,2023-05-25 05:40~05:45,2.667,CAUTION,6.4,QUIET,-2.7773196022753837,-5.743640726554528,-0.7563589864175644,4,plane,성분별,정상,배포.포천.지자기야장.23.05.25.xlsx
포천,2025-05-27,11:16:00,11:31:00,11:16~11:23,11:25~11:31,2025-05-27 02:16~02:23,2025-05-27 02:25~02:31,2.0,QUIET,6.7,QUIET,-28.904393732220342,0.37588308873536497,-1.7814854390776962,4,plane,성분별,정상,배포.지자기야장(25.05.27).포천점.xlsx
포천,2025-05-27,11:42:00,11:59:00,11:42~11:48,11:53~11:59,2025-05-27 02:42~02:48,2025-05-27 02:53~02:59,2.0,QUIET,5.8,QUIET,-30.621529349496996,-0.09127136222105858,-1.6934670562886587,4,plane,성분별,정상,배포.지자기야장(25.05.27).포천점.xlsx
포천,2025-05-27,12:23:00,12:39:00,12:23~12:29,12:33~12:39,2025-05-27 03:23~03:29,2025-05-27 03:33~03:39,2.0,QUIET,6.3,QUIET,-32.308490254712524,-2.238133963735482,-1.6188710220769322,4,plane,성분별,정상,배포.지자기야장(25.05.27).포천점.xlsx
포천,2025-05-27,13:04:00,13:20:00,13:04~13:10,13:14~13:20,2025-05-27 04:04~04:10,2025-05-27 04:14~04:20,2.0,QUIET,5.8,QUIET,-25.188811792817432,-3.1242142002531605,-1.685736246105679,4,plane,성분별,정상,배포.지자기야장(25.05.27).포천점.xlsx
포천,2025-05-27,14:06:00,14:25:00,14:06~14:12,14:19~14:25,2025-05-27 05:06~05:12,2025-05-27 05:19~05:25,2.0,QUIET,5.4,QUIET,-19.26936337427469,-4.43694465225928,-1.3626368303786895,4,plane,성분별,정상,배포.지자기야장(25.05.27).포천점.xlsx
포천,2025-05-27,14:47:00,15:02:00,14:47~14:53,14:56~15:02,2025-05-27 05:47~05:53,2025-05-27 05:56~06:02,2.0,QUIET,9.1,QUIET,-13.738272808092006,-3.907402526173568,-1.4770228722548726,4,plane,성분별,정상,배포.지자기야장(25.05.27).포천점.xlsx
함양,2020-11-16,15:08:00,15:27:00,15:08~15:14,15:21~15:27,2020-11-16 06:08~06:14,2020-11-16 06:21~06:27,0.0,QUIET,2.8,QUIET,4.069133588949626,-0.7000647692140769,-0.34049749594199336,4,plane,성분별,정상,배포_지자기야장.20.11.16_함양.xlsx
함양,2020-11-16,15:50:00,16:10:00,15:50~15:59,16:02~16:10,2020-11-16 06:50~06:59,2020-11-16 07:02~07:10,0.0,QUIET,1.3,QUIET,3.687713905776036,-0.7160663090481412,-0.3209354150719916,4,plane,성분별,정상,배포_지자기야장.20.11.16_함양.xlsx
함양,2020-11-16,16:22:00,16:35:00,16:22~16:27,16:31~16:35,2020-11-16 07:22~07:27,2020-11-16 07:31~07:35,0.0,QUIET,1.3,QUIET,4.047291225724621,-0.7087903190867118,-0.3387781078469421,4,plane,성분별,정상,배포_지자기야장.20.11.16_함양.xlsx
함양,2020-11-17,09:10:00,09:27:00,09:10~09:16,09:20~09:27,2020-11-17 00:10~00:16,2020-11-17 00:20~00:27,0.0,QUIET,4.6,QUIET,6.679704132038751,-0.3683819375101451,-0.7901983931568076,4,plane,성분별,정상,배포_지자기야장.20.11.16_함양.xlsx
함양,2020-11-17,10:05:00,10:17:00,10:05~10:10,10:13~10:17,2020-11-17 01:05~01:10,2020-11-17 01:13~01:17,0.0,QUIET,1.4,QUIET,4.416699138157128,-0.7169331195227103,-0.6872367852854085,4,plane,성분별,정상,배포_지자기야장.20.11.16_함양.xlsx
함양,2020-11-17,10:31:00,10:42:00,10:31~10:35,10:38~10:42,2020-11-17 01:31~01:35,2020-11-17 01:38~01:42,0.0,QUIET,2.3,QUIET,3.061654148135858,-0.9224492603616011,-0.585298666780157,4,plane,성분별,정상,배포_지자기야장.20.11.16_함양.xlsx
함양,2023-09-13,10:22:00,10:40:00,10:22~10:28,10:34~10:40,2023-09-13 01:22~01:28,2023-09-13 01:34~01:40,4.667,DISTURBED,6.6,CAUTION,-217.58401201733068,-18.829377872513415,7.836706883897747,3,plane,성분별,정상,함양.지자기야장.23.09.12.xlsx
