측점,날짜,시작,종료,편각구간,복각구간,관측수,F_nT,위도,경도,이상,파일,시트
영천,2024-10-31,13:24:00,13:43:00,13:24~13:31,13:36~13:43,8,49786.463,35.79208525,128.94860258333333,,배포.지자기야장.영천(2024.10.31).ver24.xlsx,영천지자기야장
영천,2024-10-31,14:12:00,14:39:00,14:12~14:20,14:33~14:39,8,49790.688,35.79208525,128.94860258333333,,배포.지자기야장.영천(2024.10.31).ver24.xlsx,영천지자기야장
영천,2024-10-31,15:06:00,15:24:00,15:06~15:13,15:19~15:24,8,49791.953,35.79208525,128.94860258333333,,배포.지자기야장.영천(2024.10.31).ver24.xlsx,영천지자기야장
이원,2019-05-21,13:46:00,14:06:00,13:46~13:51,13:56~14:06,8,50300.371999999996,36.07088055555556,127.69973333333334,,2019.5.21~23.이원 야장기록.xlsx,이원야장
이원,2019-05-21,14:21:00,14:38:00,14:21~14:27,14:31~14:38,8,50300.371999999996,36.07088055555556,127.69973333333334,,2019.5.21~23.이원 야장기록.xlsx,이원야장
이원,2019-05-22,10:10:00,10:32:00,10:10~10:19,10:24~10:32,8,50287.414,36.07088055555556,127.69973333333334,,2019.5.21~23.이원 야장기록.xlsx,이원야장
이원,2019-05-22,10:44:00,11:05:00,10:44~10:53,10:57~11:05,8,50287.414,36.07088055555556,127.69973333333334,,2019.5.21~23.이원 야장기록.xlsx,이원야장
이원,2024-09-05,11:47:00,12:16:00,11:47~11:56,12:07~12:16,8,50258.807,36.07088027777778,127.69973402777778,,배포.지자기야장.이원(2024.9.5).xlsx,24.9.5.이원점
이원,2024-09-05,12:29:00,12:53:00,12:29~12:36,12:44~12:53,8,50267.87,36.07088027777778,127.69973402777778,,배포.지자기야장.이원(2024.9.5).xlsx,24.9.5.이원점
이원,2024-09-05,13:03:00,13:19:00,13:03~13:10,13:12~13:19,8,50285.86,36.07088027777778,127.69973402777778,,배포.지자기야장.이원(2024.9.5).xlsx,24.9.5.이원점
이원,2024-09-05,13:37:00,13:53:00,13:37~13:44,13:46~13:53,8,50294.54,36.07088027777778,127.69973402777778,,배포.지자기야장.이원(2024.9.5).xlsx,24.9.5.이원점
이원,2024-09-05,14:22:00,14:37:00,14:22~14:28,14:32~14:37,8,50307.3,36.07088027777778,127.69973402777778,,배포.지자기야장.이원(2024.9.5).xlsx,24.9.5.이원점
이원,2024-09-05,15:00:00,15:16:00,15:00~15:05,15:10~15:16,8,50307.3,36.07088027777778,127.69973402777778,,배포.지자기야장.이원(2024.9.5).xlsx,24.9.5.이원점
임계,2022-10-12,13:17:00,13:34:00,13:17~13:23,13:27~13:34,8,50587.58,37.384717083333335,129.20322594444443,,복사본 배포.임계_지자기야장(22.10.12).xlsx,임계
임계,2022-10-12,13:17:00,16:35:00,13:17~16:35,,24,,37.384717083333335,129.20322594444443,,복사본 배포.임계_지자기야장(22.10.12).xlsx,임계
임계,2022-10-12,13:49:00,14:02:00,13:49~13:56,13:58~14:02,7,50587.58,37.384717083333335,129.20322594444443,,복사본 배포.임계_지자기야장(22.10.12).xlsx,임계
임계,2022-10-12,14:34:00,14:45:00,14:34~14:38,14:41~14:45,8,50587.58,37.384717083333335,129.20322594444443,,복사본 배포.임계_지자기야장(22.10.12).xlsx,임계
임계,2022-10-12,15:19:00,15:31:00,15:19~15:24,15:27~15:31,8,50587.58,37.384717083333335,129.20322594444443,,복사본 배포.임계_지자기야장(22.10.12).xlsx,임계
임계,2022-10-12,16:00:00,16:12:00,16:00~16:05,16:07~16:12,8,50587.58,37.384717083333335,129.20322594444443,,복사본 배포.임계_지자기야장(22.10.12).xlsx,임계
임계,2022-10-12,16:30:00,16:43:00,16:30~16:35,16:38~16:43,8,50587.58,37.384717083333335,129.20322594444443,,복사본 배포.임계_지자기야장(22.10.12).xlsx,임계
장흥,2019-10-22,10:06:00,10:25:00,10:06~10:12,10:16~10:25,8,49468.057,34.62727708333333,126.97782963888889,,2019.10.21-23.장흥.지자기야장.xlsx,간편야장출력
장흥,2019-10-22,10:46:00,11:00:00,10:46~10:51,10:54~11:00,8,49468.057,34.62727708333333,126.97782963888889,,2019.10.21-23.장흥.지자기야장.xlsx,간편야장출력
장흥,2019-10-22,11:34:00,11:46:00,11:34~11:39,11:41~11:46,8,49468.057,34.62727708333333,126.97782963888889,,2019.10.21-23.장흥.지자기야장.xlsx,간편야장출력
장흥,2019-10-22,13:00:00,13:16:00,13:00~13:06,13:10~13:16,8,49468.057,34.62727708333333,126.97782963888889,,2019.10.21-23.장흥.지자기야장.xlsx,간편야장출력
장흥,2019-10-22,13:10:00,14:07:00,14:03~14:07,13:10~13:14,8,49468.057,34.62727708333333,126.97782963888889,복각시각이 편각보다 57분 빠름,2019.10.21-23.장흥.지자기야장.xlsx,간편야장출력
장흥,2019-10-22,13:30:00,13:43:00,13:30~13:35,13:39~13:43,8,49468.057,34.62727708333333,126.97782963888889,,2019.10.21-23.장흥.지자기야장.xlsx,간편야장출력
포천,2020-10-20,15:01:00,16:04:00,15:01~15:12,15:55~16:04,8,51342.75,37.91457169444444,127.06977247222221,편각-복각 간격 43분,2020.10.20_포천_지자기야장.xlsx,2020.10.22(포천)야장기록
포천,2020-10-20,16:22:00,16:55:00,16:22~16:34,16:39~16:55,8,51342.75,37.91457169444444,127.06977247222221,,2020.10.20_포천_지자기야장.xlsx,2020.10.22(포천)야장기록
포천,2020-10-20,17:00:00,17:22:00,17:00~17:07,17:15~17:22,8,51342.75,37.91457169444444,127.06977247222221,,2020.10.20_포천_지자기야장.xlsx,2020.10.22(포천)야장기록
포천,2020-10-21,10:33:00,10:58:00,10:33~10:43,10:49~10:58,7,51354.998,37.91457169444444,127.06977247222221,,2020.10.20_포천_지자기야장.xlsx,2020.10.22(포천)야장기록
포천,2020-10-21,11:25:00,11:47:00,11:25~11:33,11:38~11:47,8,51354.998,37.91457169444444,127.06977247222221,,2020.10.20_포천_지자기야장.xlsx,2020.10.22(포천)야장기록
포천,2020-10-21,12:03:00,12:23:00,12:03~12:10,12:15~12:23,8,51354.998,37.91457169444444,127.06977247222221,,2020.10.20_포천_지자기야장.xlsx,2020.10.22(포천)야장기록
포천,2023-05-25,11:04:00,11:29:00,11:04~11:10,11:21~11:29,8,51410.419,37.99090827777778,127.13465677777778,,배포.포천.지자기야장.23.05.25.xlsx,포천.지자기야장
포천,2023-05-25,12:00:00,12:19:00,12:00~12:06,12:11~12:19,8,51425.201,37.99090827777778,127.13465677777778,,배포.포천.지자기야장.23.05.25.xlsx,포천.지자기야장
포천,2023-05-25,12:50:00,13:09:00,12:50~12:57,13:03~13:09,8,51435.091,37.99090827777778,127.13465677777778,,배포.포천.지자기야장.23.05.25.xlsx,포천.지자기야장
포천,2023-05-25,13:29:00,13:44:00,13:29~13:33,13:39~13:44,8,51445.528,37.99090827777778,127.13465677777778,,배포.포천.지자기야장.23.05.25.xlsx,포천.지자기야장
포천,2023-05-25,14:01:00,14:15:00,14:01~14:07,14:10~14:15,8,51415.14,37.99090827777778,127.13465677777778,,배포.포천.지자기야장.23.05.25.xlsx,포천.지자기야장
포천,2023-05-25,14:30:00,14:45:00,14:30~14:36,14:40~14:45,8,51415.14,37.99090827777778,127.13465677777778,,배포.포천.지자기야장.23.05.25.xlsx,포천.지자기야장
포천,2025-05-27,11:16:00,11:31:00,11:16~11:23,11:25~11:31,8,51491.39,37.99090344444445,127.13462836111111,,배포.지자기야장(25.05.27).포천점.xlsx,포천야장
포천,2025-05-27,11:42:00,11:59:00,11:42~11:48,11:53~11:59,8,51489.5,37.99090344444445,127.13462836111111,,배포.지자기야장(25.05.27).포천점.xlsx,포천야장
포천,2025-05-27,12:23:00,12:39:00,12:23~12:29,12:33~12:39,8,51487.56,37.99090344444445,127.13462836111111,,배포.지자기야장(25.05.27).포천점.xlsx,포천야장
포천,2025-05-27,13:04:00,13:20:00,13:04~13:10,13:14~13:20,8,51495.63,37.99090344444445,127.13462836111111,,배포.지자기야장(25.05.27).포천점.xlsx,포천야장
포천,2025-05-27,14:06:00,14:25:00,14:06~14:12,14:19~14:25,8,51499.47,37.99090344444445,127.13462836111111,,배포.지자기야장(25.05.27).포천점.xlsx,포천야장
포천,2025-05-27,14:47:00,15:02:00,14:47~14:53,14:56~15:02,8,51508.24,37.99090344444445,127.13462836111111,,배포.지자기야장(25.05.27).포천점.xlsx,포천야장
함양,2020-11-16,15:08:00,15:27:00,15:08~15:14,15:21~15:27,8,49746.427,35.54249166666666,127.62365,,배포_지자기야장.20.11.16_함양.xlsx,함양야장
함양,2020-11-16,15:50:00,16:10:00,15:50~15:59,16:02~16:10,8,49746.427,35.54249166666666,127.62365,,배포_지자기야장.20.11.16_함양.xlsx,함양야장
함양,2020-11-16,16:22:00,16:35:00,16:22~16:27,16:31~16:35,8,49746.427,35.54249166666666,127.62365,,배포_지자기야장.20.11.16_함양.xlsx,함양야장
함양,2020-11-17,09:10:00,09:27:00,09:10~09:16,09:20~09:27,8,49746.427,35.54249166666666,127.62365,,배포_지자기야장.20.11.16_함양.xlsx,함양야장
함양,2020-11-17,10:05:00,10:17:00,10:05~10:10,10:13~10:17,8,49746.427,35.54249166666666,127.62365,,배포_지자기야장.20.11.16_함양.xlsx,함양야장
함양,2020-11-17,10:31:00,10:42:00,10:31~10:35,10:38~10:42,8,49746.427,35.54249166666666,127.62365,,배포_지자기야장.20.11.16_함양.xlsx,함양야장
함양,2023-09-13,10:22:00,10:40:00,10:22~10:28,10:34~10:40,8,49651.46,35.542508472222224,127.62296883333333,,함양.지자기야장.23.09.12.xlsx,간편야장출력
함양,2023-09-13,10:48:00,11:04:00,10:48~10:49,10:58~11:04,6,49652.085,35.542508472222224,127.62296883333333,,함양.지자기야장.23.09.12.xlsx,간편야장출력
함양,2023-09-13,11:15:00,11:38:00,11:15~11:23,11:28~11:38,8,49643.455,35.542508472222224,127.62296883333333,,함양.지자기야장.23.09.12.xlsx,간편야장출력
함양,2023-09-13,11:57:00,12:18:00,11:57~12:04,12:09~12:18,8,49651.967,35.542508472222224,127.62296883333333,,함양.지자기야장.23.09.12.xlsx,간편야장출력
함양,2023-09-13,12:28:00,12:45:00,12:28~12:33,12:39~12:45,8,49659.369,35.542508472222224,127.62296883333333,,함양.지자기야장.23.09.12.xlsx,간편야장출력
함양,2023-09-13,12:57:00,13:14:00,12:57~13:03,13:08~13:14,8,49660.72,35.542508472222224,127.62296883333333,,함양.지자기야장.23.09.12.xlsx,간편야장출력
함양,2025-10-29,11:28:00,11:46:00,11:28~11:34,11:40~11:46,8,49771.59,35.542508472222224,127.62296883333333,,배포.지자기야장(25.10.30.).함양점.xlsx,2025.10.30.함양야장
함양,2025-10-29,12:09:00,12:26:00,12:09~12:15,12:20~12:26,8,49778.05,35.542508472222224,127.62296883333333,,배포.지자기야장(25.10.30.).함양점.xlsx,2025.10.30.함양야장
함양,2025-10-29,13:10:00,13:25:00,13:10~13:16,13:19~13:25,8,49770.82,35.542508472222224,127.62296883333333,,배포.지자기야장(25.10.30.).함양점.xlsx,2025.10.30.함양야장
함양,2025-10-29,13:58:00,14:15:00,13:58~14:04,14:08~14:15,8,49783.35,35.542508472222224,127.62296883333333,,배포.지자기야장(25.10.30.).함양점.xlsx,2025.10.30.함양야장
함양,2025-10-29,14:45:00,15:01:00,14:45~14:50,14:55~15:01,8,49788.97,35.542508472222224,127.62296883333333,,배포.지자기야장(25.10.30.).함양점.xlsx,2025.10.30.함양야장
함양,2025-10-29,15:29:00,15:44:00,15:29~15:35,15:39~15:44,8,49786.44,35.542508472222224,127.62296883333333,,배포.지자기야장(25.10.30.).함양점.xlsx,2025.10.30.함양야장
